,log2FoldChange,padj,baseMean,t,P.Value,B
222459_at,0.550103608,0.000403475,7.977578714,4.045062486,0.000131835,0.031916995
215772_x_at,-0.510725265,0.000403607,9.256040571,-4.044938159,0.000131892,0.031504745
204710_s_at,0.471622103,0.000404158,9.807870286,4.044509816,0.000132088,0.030084488
242625_at,1.64926053,0.000404158,9.969886143,4.044485485,0.000132099,0.030003818
240008_at,-0.737391564,0.00040446,8.089169571,-4.0442396,0.000132212,0.029188582
203079_s_at,0.519321531,0.000404695,8.480247143,4.044042735,0.000132302,0.028535895
207645_s_at,0.770905299,0.000404707,3.177727143,4.044004456,0.000132319,0.028408984
237839_at,-1.390795416,0.000405289,7.135726429,-4.043559218,0.000132523,0.026932924
201087_at,-0.608857233,0.000405359,6.386575,-4.04348013,0.00013256,0.026670739
206414_s_at,0.703902742,0.000406842,9.279484857,4.042395535,0.000133058,0.023075533
226543_at,0.588387401,0.000407947,5.598378286,4.041581691,0.000133433,0.020378204
201024_x_at,0.506384138,0.000408332,11.19217229,4.041279407,0.000133573,0.019376429
228689_at,-0.218893759,0.000408765,3.358821143,-4.040943991,0.000133728,0.018264907
238643_at,-0.35205619,0.000410178,3.991730143,-4.039916712,0.000134204,0.014861007
218543_s_at,1.046227115,0.000410179,8.881880857,4.039886671,0.000134218,0.014761474
205578_at,-0.747924138,0.000410323,4.706844286,-4.039727365,0.000134292,0.014233662
201482_at,-0.749067485,0.000410323,7.854507714,-4.039703956,0.000134303,0.014156104
221280_s_at,0.760519647,0.000410323,2.850823429,4.039696337,0.000134307,0.014130862
238665_at,0.19737259,0.000410773,5.292188429,4.039349658,0.000134468,0.012982296
233634_at,0.748283482,0.0004111,6.577833429,4.039090123,0.000134588,0.012122486
1552283_s_at,-1.152844003,0.000411269,4.683003143,-4.038941896,0.000134657,0.01163144
204108_at,0.605735828,0.000411846,8.141965714,4.038507424,0.00013486,0.010192192
226416_at,0.794145156,0.000412591,6.784648714,4.037954968,0.000135118,0.008362244
209963_s_at,-0.654644432,0.000413886,3.174894714,-4.037019641,0.000135556,0.005264436
242363_at,-1.054091388,0.000415216,5.518000857,-4.036062137,0.000136005,0.002093638
1559827_at,1.429818839,0.000415362,3.470774286,4.035930795,0.000136067,0.001658734
224979_s_at,0.604668225,0.000415778,6.091759714,4.035611892,0.000136217,0.000602805
206695_x_at,-0.817750395,0.000416013,7.203707429,-4.035418408,0.000136308,-3.78E-05
229436_x_at,0.561780824,0.00041605,9.530858571,4.035363137,0.000136334,-0.000220819
224768_at,0.442177569,0.000416295,7.936573857,4.035152691,0.000136434,-0.000917578
223738_s_at,0.493193103,0.000416295,7.051657143,4.035133721,0.000136443,-0.000980385
219207_at,0.710487267,0.000416612,4.503317714,4.034884541,0.00013656,-0.001805354
209265_s_at,-0.482365627,0.000417082,9.561813286,-4.034528676,0.000136728,-0.002983476
215019_x_at,-0.476361665,0.000417324,3.535238857,-4.034331585,0.000136821,-0.003635934
222838_at,1.884737023,0.000417476,7.311782571,4.034196443,0.000136885,-0.004083302
1554576_a_at,0.780297216,0.000417696,2.581041571,4.034014267,0.000136972,-0.004686356
227089_at,-0.478018276,0.000418655,5.259676143,-4.033305638,0.000137308,-0.007031954
236375_at,-0.5517309,0.000418655,5.501820571,-4.033286348,0.000137317,-0.007095799
204102_s_at,-0.402306476,0.000418655,12.78697714,-4.033262665,0.000137328,-0.007174186
232932_at,-0.536066215,0.000419343,2.412710429,-4.032758116,0.000137568,-0.008844099
213054_at,0.56728439,0.000419396,5.301726571,4.032691714,0.000137599,-0.009063862
1566557_at,-1.107862817,0.000419838,5.747902714,-4.032357499,0.000137758,-0.010169937
229547_s_at,0.678727199,0.000420007,4.431272286,4.032185496,0.00013784,-0.010739152
217948_at,0.740447586,0.000420007,7.474763143,4.03218215,0.000137842,-0.010750225
231067_s_at,-0.62292836,0.00042035,3.287008857,-4.031915964,0.000137969,-0.011631095
214436_at,-0.785423028,0.000420445,6.437016857,-4.031821186,0.000138014,-0.011944727
236858_s_at,-0.70203259,0.000420825,3.987385,-4.031530406,0.000138153,-0.012906926
219529_at,1.785865265,0.000421521,4.011047143,4.03102252,0.000138395,-0.014587435
209612_s_at,-2.453354264,0.000421738,3.248137429,-4.030844229,0.000138481,-0.015177337
222997_s_at,0.706405467,0.000421777,11.36080143,4.030788026,0.000138507,-0.015363291
242326_at,0.605661396,0.000421865,2.906981429,4.03069833,0.00013855,-0.015660055
214444_s_at,0.420003953,0.000422209,4.709997143,4.030432769,0.000138678,-0.016538654
213360_s_at,0.405406888,0.000422254,10.51605157,4.030372198,0.000138707,-0.016739045
230296_at,-0.469390017,0.000422433,9.710653286,-4.030220273,0.000138779,-0.017241661
226897_s_at,-0.376490765,0.000422459,7.233747429,-4.030173235,0.000138802,-0.017397276
238983_at,-0.999263802,0.000422867,3.560836571,-4.029863818,0.00013895,-0.018420886
203917_at,1.07312582,0.000423035,11.08690857,4.02971955,0.00013902,-0.018898132
219834_at,-0.550817292,0.000423065,2.972940857,-4.029669759,0.000139044,-0.019062841
230109_at,-0.972444886,0.000423744,3.045911,-4.029175908,0.000139281,-0.02069644
223771_at,-0.430449209,0.000423858,3.612188714,-4.029068221,0.000139333,-0.02105264
225455_at,0.626698141,0.000424217,8.165361571,4.028794087,0.000139465,-0.021959374
231864_at,-0.568033053,0.000424374,9.214642857,-4.028657577,0.000139531,-0.022410881
212640_at,0.629058848,0.000424692,9.957611857,4.028410846,0.00013965,-0.023226924
204415_at,1.436078604,0.000424864,10.50594486,4.028264499,0.00013972,-0.023710943
216105_x_at,-0.362499226,0.000425172,8.068889714,-4.028025048,0.000139836,-0.024502861
232423_at,-1.046217283,0.000427448,5.524732143,-4.026450162,0.000140599,-0.029710625
204411_at,0.47953513,0.00042752,3.186664714,4.026371625,0.000140637,-0.029970293
225112_at,-0.523638343,0.000428287,8.745412714,-4.025822929,0.000140903,-0.031784377
202590_s_at,-0.527850681,0.000428301,5.900965143,-4.025784246,0.000140922,-0.031912265
227871_at,-0.474565509,0.000428321,7.952659857,-4.025740854,0.000140943,-0.032055717
1553798_a_at,1.747838553,0.000428915,3.094792286,4.025299497,0.000141158,-0.033514787
221004_s_at,0.825233987,0.000428915,8.085292714,4.025280672,0.000141167,-0.033577018
225781_at,-0.666172675,0.000429264,7.188187286,-4.02501568,0.000141297,-0.034453001
215412_x_at,-0.418872246,0.00042949,6.517455714,-4.024833828,0.000141385,-0.035054122
204745_x_at,0.875247653,0.000429508,8.726250571,4.024792572,0.000141406,-0.035190497
239392_s_at,1.091505442,0.000430471,7.742147571,4.02411393,0.000141737,-0.037433631
202520_s_at,-0.581675299,0.000431859,8.684797571,-4.023152167,0.000142209,-0.040612167
207691_x_at,-1.169738419,0.000431965,5.889445429,-4.023051467,0.000142258,-0.040944941
242366_at,-0.848264399,0.000432486,5.267105286,-4.022673318,0.000142444,-0.042194539
211159_s_at,0.460679983,0.000432569,7.269988571,4.022588115,0.000142486,-0.042476083
215389_s_at,0.585834306,0.000432679,3.009570143,4.022484669,0.000142537,-0.042817903
238510_at,-0.59241487,0.000433057,7.914478286,-4.022202269,0.000142676,-0.043751022
204333_s_at,-1.008051716,0.000433193,7.555085571,-4.022081901,0.000142735,-0.044148735
235344_at,-0.551397317,0.000433229,2.931378714,-4.022028203,0.000142761,-0.044326158
200071_at,0.343370723,0.000433662,10.023753,4.021709427,0.000142919,-0.045379396
200038_s_at,-0.299447855,0.000435036,14.43906429,-4.020763731,0.000143386,-0.048503666
201786_s_at,0.483773928,0.000435919,12.68842571,4.020146652,0.000143691,-0.050542048
1558747_at,0.64217582,0.000436495,7.658785,4.019734589,0.000143896,-0.051903095
213658_at,-0.621891329,0.000437452,3.549275571,-4.019070043,0.000144226,-0.054097911
222046_at,0.28039577,0.000437893,3.411370429,4.018748518,0.000144386,-0.055159741
230689_at,-0.527582775,0.000438107,6.730211714,-4.018577888,0.000144471,-0.05572322
227622_at,-0.583490648,0.000438441,7.272182571,-4.018327513,0.000144596,-0.056550018
236035_at,-0.996179294,0.000438568,4.328831143,-4.018214147,0.000144653,-0.05692437
235381_at,-0.657319008,0.000438578,9.279757143,-4.018177606,0.000144671,-0.057045034
201371_s_at,-0.380936737,0.000438911,11.10374543,-4.017928393,0.000144795,-0.057867942
206723_s_at,0.813386922,0.000439461,6.507327857,4.017535842,0.000144991,-0.059164098
236165_at,0.790477754,0.000439613,3.979479286,4.017406054,0.000145056,-0.059592623
220890_s_at,0.633540984,0.000441369,10.71687814,4.016220856,0.000145651,-0.063505432
213535_s_at,0.443181623,0.000441445,10.27945643,4.016141412,0.00014569,-0.063767684
212356_at,-0.64172069,0.000441496,7.425595714,-4.016078713,0.000145722,-0.063974654
209303_at,-0.545082532,0.000442074,8.386391857,-4.015670091,0.000145927,-0.065323482
233400_at,0.770087183,0.000442505,5.202694857,4.015357863,0.000146085,-0.066354062
225595_at,-0.632415854,0.000442944,6.355645,-4.015040923,0.000146244,-0.067400144
205968_at,-1.234277418,0.000443727,7.847356429,-4.014499407,0.000146518,-0.069187332
208773_s_at,-0.426978991,0.000443834,9.910638857,-4.01439969,0.000146568,-0.069516418
1553338_at,0.490334281,0.000446502,2.738292,4.012632212,0.000147464,-0.075348564
215611_at,-0.39732587,0.000446605,3.848662286,-4.012530777,0.000147515,-0.075683222
207304_at,-0.451944575,0.000446605,4.169718571,-4.01250629,0.000147528,-0.075764007
231249_at,0.356370446,0.00044772,3.566200571,4.011753738,0.000147911,-0.078246667
1558896_at,0.636745231,0.000448538,4.013514571,4.011194855,0.000148196,-0.080090224
210146_x_at,1.008823936,0.000448787,4.009269143,4.01100414,0.000148294,-0.080719288
225844_at,0.683933785,0.00045007,6.924961857,4.010119519,0.000148746,-0.083636923
207159_x_at,-0.192187956,0.00045007,4.446308286,-4.010099576,0.000148757,-0.083702694
242187_s_at,-0.533989083,0.00045007,3.662726,-4.010087563,0.000148763,-0.083742313
207012_at,-1.019153112,0.000450212,2.787526429,-4.009966411,0.000148825,-0.084141859
1561195_at,0.944570715,0.000450706,7.025890286,4.00961916,0.000149003,-0.085287019
216628_at,-0.399983886,0.00045124,2.868502,-4.009246152,0.000149195,-0.086517045
241968_at,-0.574345029,0.000451839,5.958203429,-4.008831321,0.000149408,-0.087884907
221903_s_at,0.930076106,0.000452268,7.284843,4.008526674,0.000149565,-0.088889391
238905_at,-0.537996451,0.000452313,2.835304,-4.008468228,0.000149595,-0.089082093
209190_s_at,0.568684668,0.000452926,8.848843286,4.008046021,0.000149813,-0.090474102
1554963_at,0.469659958,0.00045307,4.761825857,4.007924362,0.000149876,-0.090875193
223201_s_at,-0.866270841,0.000453411,7.597169,-4.007676276,0.000150004,-0.09169307
217883_at,0.327841127,0.000454095,12.01255571,4.007209507,0.000150245,-0.093231806
239834_at,-0.992501707,0.000454164,3.885317571,-4.007136201,0.000150283,-0.093473454
227937_at,0.752748066,0.000454372,3.204433571,4.006973891,0.000150367,-0.094008489
242403_at,-0.41255217,0.000454672,9.830304714,-4.006744901,0.000150486,-0.0947633
224953_at,-0.616172372,0.000454672,8.142812143,-4.006723579,0.000150497,-0.09483358
235621_at,0.792363886,0.000455664,3.684850571,4.006060904,0.000150841,-0.097017772
210895_s_at,1.394090866,0.000455782,7.167995143,4.005956767,0.000150895,-0.097360989
231793_s_at,0.909014104,0.000455976,6.069881857,4.005803884,0.000150974,-0.097864856
226348_at,-0.823775854,0.000456028,6.893882714,-4.005741598,0.000151007,-0.098070133
217878_s_at,0.589049907,0.000456058,6.101219429,4.005692716,0.000151032,-0.09823123
32259_at,-0.478169983,0.000456232,8.318847286,-4.005519645,0.000151122,-0.098801607
219226_at,0.600044407,0.000456232,7.613602857,4.0054648,0.000151151,-0.098982353
243280_at,-0.680038495,0.000456232,7.581232429,-4.005450447,0.000151158,-0.099029651
201404_x_at,0.242745357,0.000456232,6.378845286,4.005447392,0.00015116,-0.099039719
212809_at,0.581155391,0.000456232,7.994983429,4.00543528,0.000151166,-0.099079636
201606_s_at,0.408829622,0.000457314,9.977411143,4.00471842,0.00015154,-0.101441935
223803_s_at,-0.582763364,0.000458593,7.085752,-4.0038778,0.000151979,-0.104211729
202689_at,0.444642161,0.000458986,7.864536714,4.00359969,0.000152125,-0.105128004
233952_s_at,0.733250673,0.000459659,8.494246429,4.003144837,0.000152363,-0.106626501
214957_at,1.420038049,0.000459995,3.036756571,4.002902961,0.00015249,-0.107423309
211506_s_at,1.688386913,0.000460249,3.605403714,4.002713438,0.000152589,-0.10804763
1566191_at,0.593630942,0.000460493,5.565411571,4.002528729,0.000152686,-0.108656075
239783_at,-0.249921548,0.000460493,3.098376,-4.00250087,0.000152701,-0.108747844
213387_at,0.499025391,0.000461468,6.985238714,4.001856964,0.00015304,-0.110868768
223600_s_at,-0.568399285,0.000462065,2.634952143,-4.001452204,0.000153253,-0.112201877
228879_at,-0.67543095,0.000462123,8.884502857,-4.001386192,0.000153288,-0.112419284
204969_s_at,0.865671161,0.000462182,4.681477,4.001319884,0.000153323,-0.112637664
232304_at,0.776333659,0.000462402,9.361119714,4.001152457,0.000153412,-0.113189059
233562_at,1.349052002,0.000463062,3.529363857,4.000708424,0.000153646,-0.114651347
230309_at,-0.694857721,0.000464086,3.619073286,-4.000037294,0.000154001,-0.116861318
218909_at,0.597614239,0.000464676,7.287086714,3.999625471,0.00015422,-0.1182173
204683_at,1.109516728,0.000464676,6.291930143,3.99960972,0.000154228,-0.11826916
1556942_at,1.07297053,0.000464764,5.689104857,3.999525014,0.000154273,-0.118548054
230917_at,0.892214306,0.000465034,4.451611286,3.999326885,0.000154378,-0.119200379
201910_at,-0.983433944,0.000465202,8.915608,-3.999193008,0.000154449,-0.119641144
205119_s_at,1.320870606,0.000465954,3.732510714,3.998694139,0.000154715,-0.121283506
205509_at,-3.079031405,0.000466901,3.286476286,-3.998074769,0.000155045,-0.123322399
224862_at,-0.553825997,0.000467074,8.208995857,-3.997937458,0.000155118,-0.123774383
239250_at,-0.917034037,0.000467268,4.693163857,-3.997787708,0.000155198,-0.124267302
212564_at,-0.427873726,0.00046767,6.017845143,-3.997508063,0.000155347,-0.125187754
243818_at,0.178329882,0.000467761,3.320092429,3.9974227,0.000155393,-0.125468716
204654_s_at,-1.025967485,0.000467956,7.382483429,-3.997272275,0.000155473,-0.125963816
239461_at,-0.479066224,0.000468113,3.475292,-3.99714553,0.000155541,-0.126380969
241938_at,0.591586266,0.000468403,8.264783286,3.996935642,0.000155654,-0.127071749
212459_x_at,-0.499620934,0.000468438,9.245315571,-3.996885204,0.000155681,-0.127237747
235566_at,-0.679580757,0.000468572,6.821597429,-3.996772473,0.000155741,-0.127608752
201677_at,0.671225963,0.000469203,5.329240429,3.996352195,0.000155966,-0.128991861
243651_at,0.3332018,0.000469246,3.415836571,3.996296277,0.000155996,-0.129175876
232344_at,-0.829766266,0.00047056,6.342351286,-3.995451662,0.00015645,-0.131955149
230139_at,0.641786156,0.00047056,4.714272286,3.995424715,0.000156465,-0.132043812
229752_at,-0.438735029,0.000471819,3.460582143,-3.994618134,0.000156899,-0.134697575
235907_at,0.551889176,0.00047216,6.081033857,3.994379132,0.000157028,-0.135483861
202151_s_at,0.491379159,0.000473047,8.009784,3.993803691,0.000157339,-0.137376861
210540_s_at,0.575201362,0.000473062,7.783694,3.993765105,0.00015736,-0.137503791
225880_at,0.491135248,0.000473539,9.237747,3.993442934,0.000157535,-0.138563541
213913_s_at,-1.140568764,0.000473729,3.662600857,-3.993296964,0.000157614,-0.139043676
209153_s_at,0.660227098,0.000473833,9.183516857,3.993203584,0.000157664,-0.139350823
242247_at,-0.452889479,0.000474667,5.613602714,-3.992663319,0.000157957,-0.141127784
221912_s_at,1.144393625,0.000475259,5.085131143,3.992271067,0.00015817,-0.142417826
207850_at,0.850540488,0.000475634,3.073653714,3.99201269,0.000158311,-0.143267538
226090_x_at,-0.466372607,0.000475704,6.386176143,-3.991940399,0.00015835,-0.143505269
204305_at,-0.7922373,0.000475763,6.914473571,-3.991875039,0.000158386,-0.143720207
218408_at,0.556257082,0.000476562,8.349791857,3.991357835,0.000158668,-0.145420966
217935_s_at,-0.567653591,0.000476863,7.256330286,-3.991144753,0.000158784,-0.146121618
204935_at,0.537188352,0.000477392,3.471337857,3.990792788,0.000158976,-0.147278891
204566_at,0.654146182,0.0004776,7.717364143,3.990636669,0.000159062,-0.147792195
225998_at,-0.967546484,0.000477844,5.562523857,-3.990459108,0.000159159,-0.148375981
231843_at,0.529483028,0.000478009,6.743925429,3.990329271,0.00015923,-0.148802852
213398_s_at,-0.488868124,0.000478716,8.727985714,-3.989870053,0.000159481,-0.150312566
201063_at,0.662777275,0.000478846,9.867577429,3.989762118,0.00015954,-0.150667397
